Tensile stress;Tensile strain (Extension)
(MPa);(mm/mm)
0.053551042;0.051239091
0.055595313;0.051381515
0.055306771;0.051538485
0.053591146;0.051704848
0.056345313;0.051852424
0.055546875;0.052001818
0.055264063;0.052142727
0.055910417;0.052291212
0.057351042;0.052450606
0.05784375;0.052598485
0.056932813;0.052754242
0.058003646;0.052922121
0.056663542;0.053072727
0.057913542;0.053215758
0.059323438;0.053360606
0.056264583;0.053522424
0.057608854;0.053672727
0.0590625;0.053815758
0.056136979;0.053972121
0.058449479;0.054120606
0.060040625;0.05426303
0.057090625;0.054413636
0.058905729;0.054563636
0.060225;0.054719697
0.059335417;0.054885758
0.059067708;0.055032727
0.062566667;0.055181212
0.059623438;0.055341212
0.059197396;0.055486667
0.061035938;0.055638485
0.059573438;0.055789697
0.059607292;0.055938788
0.061333854;0.056086364
0.059358854;0.056237879
0.059791146;0.056377576
0.061083854;0.05653697
0.061404688;0.056689697
0.060017188;0.056854242
0.062354167;0.057015758
0.062969271;0.057154242
0.061251042;0.057298788
0.0627125;0.057440909
0.062359375;0.057585152
0.06080625;0.05771697
0.062623438;0.057853636
0.063321354;0.057992727
0.061797396;0.058138485
0.063607813;0.058286667
0.064682292;0.058448485
0.061848958;0.058615758
0.063213021;0.058801212
0.064135938;0.058980303
0.0637875;0.059146667
0.063704688;0.059303939
0.066198958;0.059452121
0.063738542;0.059586364
0.063851042;0.059733939
0.065717188;0.059892121
0.065384375;0.060053636
0.064406771;0.060223636
0.065209375;0.060344242
0.064461458;0.060484545
0.063775;0.06063697
0.067286979;0.060780303
0.064923958;0.060930303
0.064577604;0.061099091
0.067505208;0.061251212
0.06693125;0.061392121
0.064880208;0.061531818
0.067715625;0.061689697
0.067610417;0.061843333
0.065766146;0.061997576
0.066569792;0.062139394
0.068391146;0.062286061
0.065351563;0.062435758
0.067108333;0.062605152
0.069327604;0.062767273
0.067283854;0.062915758
0.066999479;0.06306303
0.070093229;0.063211818
0.068126042;0.06337
0.06901875;0.06353
0.069972396;0.063677576
0.068757813;0.063812727
0.067651042;0.063952121
0.070254167;0.064108182
0.069076563;0.064262424
0.068355729;0.064426364
0.071507813;0.064571515
0.069426042;0.064728485
0.068058333;0.06488
0.071077083;0.065031818
0.071247396;0.065175455
0.068592708;0.065329091
0.071436458;0.065475455
0.070651563;0.065617879
0.069715104;0.065766364
0.071949479;0.065931212
0.071881771;0.066082424
0.071059896;0.066234242
0.072372396;0.066380303
0.073158333;0.066522727
0.071045833;0.066685152
0.071861979;0.066841818
0.0740375;0.066990303
0.070645833;0.067142424
0.071565104;0.067311212
0.072697396;0.067463333
0.072111458;0.067610909
0.071417708;0.067748788
0.074341667;0.067894848
0.072529688;0.068047576
0.072844271;0.068198182
0.075419792;0.068350909
0.074696354;0.068501515
0.072388542;0.068642424
0.073615104;0.068806364
0.075307292;0.068963939
0.072592708;0.069098485
0.074161458;0.069242424
0.075354167;0.069409697
0.072755729;0.069561212
0.076218229;0.069710909
0.076425;0.06987
0.074495833;0.070023939
0.07520625;0.070173333
0.077982292;0.070326061
0.07549375;0.070482424
0.075022917;0.070647879
0.077019271;0.070799091
0.075041667;0.07094
0.076757813;0.071082727
0.077059896;0.071234242
0.076979688;0.07138697
0.076866667;0.071539697
0.078450521;0.071689394
0.077026563;0.07183303
0.076982292;0.071995152
0.079633333;0.072147273
0.077541667;0.072308182
0.076294271;0.072450909
0.079508333;0.072610303
0.077508333;0.072747879
0.077528125;0.072903939
0.079885417;0.073045455
0.079419271;0.073208182
0.077268229;0.073359394
0.079067708;0.073506364
0.080047396;0.073670303
0.078698438;0.073833636
0.080420313;0.073970606
0.080890104;0.074121818
0.078227604;0.074289697
0.081640104;0.07442697
0.082170313;0.074575455
0.078573438;0.074721515
0.081136458;0.07487303
0.082025521;0.075016364
0.080434375;0.075169091
0.081364063;0.075322121
0.08213125;0.075481818
0.079903125;0.075632121
0.081825;0.075788788
0.082549479;0.075942121
0.081426563;0.076077273
0.080795313;0.076230606
0.083453125;0.076374848
0.082447917;0.07652697
0.081679167;0.076670606
0.084265104;0.076816061
0.082813021;0.07698697
0.082075521;0.07714697
0.083867708;0.077295152
0.083878125;0.077454848
0.082245313;0.077592727
0.084294271;0.077722424
0.083530729;0.07788303
0.081789063;0.078047879
0.084976563;0.078193939
0.08403125;0.07834303
0.082615625;0.07850303
0.086007813;0.078648182
0.084679688;0.078782121
0.082915104;0.078948182
0.085815104;0.079109394
0.086695313;0.07927
0.084592188;0.079398182
0.086015625;0.079541515
0.087369792;0.079697879
0.085202604;0.079856667
0.084922917;0.08001303
0.08714375;0.080148485
0.08523125;0.080289697
0.084415104;0.080439091
0.087986458;0.080587576
0.086614063;0.08076
0.0861625;0.08091
0.087698438;0.081064545
0.088457813;0.08121
0.086182813;0.081349394
0.08915625;0.081500909
0.087686458;0.081664848
0.087415625;0.081807879
0.088707292;0.08195303
0.088014583;0.082109697
0.086785417;0.082276364
0.088386979;0.082418182
0.089251563;0.082570606
0.087980729;0.08272303
0.088831771;0.082860606
0.088846354;0.083014242
0.087446354;0.083165152
0.089765625;0.083321515
0.091389583;0.083459697
0.088941146;0.083617273
0.089195833;0.083788182
0.091452083;0.083950606
0.089416667;0.084109697
0.090169792;0.084248788
0.092036979;0.084404545
0.089621354;0.084564242
0.088902604;0.084719394
0.092791146;0.084865455
0.090244271;0.085027879
0.091033333;0.085194242
0.092894792;0.085343939
0.091108333;0.085488485
0.090781771;0.085633939
0.093247917;0.085799394
0.092634375;0.085941212
0.090563021;0.086085455
0.094290625;0.086230606
0.093014063;0.08639
0.091663542;0.086554242
0.094515104;0.086713939
0.094057813;0.086876667
0.093153125;0.087007879
0.094557292;0.087153333
0.095226563;0.08731
0.091641667;0.087461212
0.093022917;0.08761697
0.093985938;0.087761515
0.093223438;0.087906667
0.095004688;0.088070909
0.095709375;0.088233939
0.094276042;0.088382121
0.095127083;0.088538182
0.096503125;0.088687879
0.093780208;0.088827273
0.09610625;0.088977576
0.096091146;0.089128485
0.094876042;0.089291515
0.094734896;0.089434242
0.096383333;0.089580909
0.095963542;0.089735758
0.094869271;0.089887576
0.097933333;0.090048788
0.097541146;0.090192727
0.094982292;0.090331212
0.098645313;0.090473636
0.097425;0.090638485
0.09540625;0.090793939
0.097088021;0.090940303
0.098269792;0.091090303
0.096761979;0.091244545
0.098726042;0.09139
0.098946875;0.091523333
0.097356771;0.091668182
0.09825;0.091839697
0.099232813;0.091992727
0.096565104;0.092141212
0.098658854;0.092285152
0.09945;0.092433636
0.098361979;0.092593939
0.099546875;0.092735758
0.101384896;0.092886667
0.098788542;0.093040303
0.099645313;0.093190606
0.101076042;0.093318788
0.098516146;0.093478788
0.099135417;0.09362303
0.101365625;0.09378
0.100171875;0.093921515
0.099033854;0.094052121
0.101700521;0.094199394
0.10129375;0.094367879
0.100729688;0.094520909
0.103066667;0.094702121
0.1025125;0.09487303
0.100788021;0.095021212
0.1019875;0.095156061
0.103394792;0.095278788
0.100548958;0.095425758
0.102541146;0.09558697
0.10405625;0.095759091
0.101877083;0.095916364
0.101950521;0.096048485
0.103506771;0.096196364
0.101189063;0.096364545
0.102102083;0.096536061
0.103739583;0.096687273
0.101644792;0.096845152
0.102680729;0.097000909
0.105738021;0.097154545
0.104006771;0.097298485
0.102366146;0.097444848
0.105830729;0.097586667
0.103773958;0.097738485
0.104272396;0.097896364
0.106238021;0.098048485
0.104439063;0.098207576
0.103613542;0.098353636
0.105831771;0.098489091
0.104139063;0.098645455
0.103922917;0.098786364
0.105936979;0.09892697
0.105900521;0.099097879
0.105688021;0.099241515
0.107947396;0.099406667
0.106646354;0.099562727
0.104979167;0.099708788
0.106973438;0.099858788
0.106922917;0.100004242
