Tensile stress;Tensile strain (Extension)
0.37849;0.06952
0.38075;0.06966
0.38114;0.06982
0.38054;0.06997
0.3832;0.07012
0.38231;0.07027
0.38519;0.07043
0.38545;0.07058
0.38462;0.07073
0.38718;0.07088
0.38668;0.07103
0.38956;0.07118
0.39012;0.07133
0.389;0.07148
0.39207;0.07164
0.39045;0.07179
0.39242;0.07194
0.39335;0.0721
0.39262;0.07225
0.39599;0.0724
0.39487;0.07255
0.39621;0.0727
0.39756;0.07285
0.39731;0.073
0.39989;0.07316
0.39873;0.07331
0.4005;0.07345
0.40212;0.07361
0.40003;0.07376
0.40266;0.07391
0.40308;0.07407
0.40392;0.07422
0.40533;0.07437
0.40423;0.07452
0.40768;0.07467
0.40693;0.07482
0.40929;0.07497
0.41014;0.07512
0.40911;0.07527
0.41185;0.07542
0.41129;0.07558
0.41066;0.07574
0.41304;0.07589
0.41247;0.07604
0.41567;0.07619
0.4154;0.07634
0.41501;0.07649
0.41752;0.07664
0.41719;0.07679
0.41886;0.07695
0.4188;0.0771
0.4188;0.07724
0.42238;0.0774
0.42038;0.07755
0.42276;0.0777
0.42226;0.07785
0.42356;0.078
0.42603;0.07816
0.42572;0.07831
0.42617;0.07845
0.42648;0.07861
0.42711;0.07876
0.42874;0.07891
0.42847;0.07905
0.43021;0.0792
0.4321;0.07937
0.43008;0.07951
0.43348;0.07967
0.43314;0.07981
0.43378;0.07996
0.43526;0.08012
0.43498;0.08026
0.43754;0.08042
0.43625;0.08056
0.43785;0.08072
0.44004;0.08088
0.43836;0.08102
0.44165;0.08117
0.44012;0.08132
0.44193;0.08148
0.44386;0.08163
0.44313;0.08177
0.44518;0.08193
0.44459;0.08208
0.4471;0.08223
0.44731;0.08239
0.44679;0.08253
0.44819;0.08269
0.44814;0.08284
0.44948;0.08299
0.45073;0.08315
0.45016;0.0833
0.45422;0.08345
0.45308;0.0836
0.45359;0.08375
0.45529;0.0839
0.45506;0.08405
0.45703;0.08421
0.45618;0.08436
0.45703;0.08451
0.45936;0.08467
0.45758;0.08482
0.46148;0.08497
0.46115;0.08512
0.46142;0.08527
0.46256;0.08542
0.4633;0.08557
0.46407;0.08572
0.46494;0.08587
0.46441;0.08602
0.46744;0.08618
0.46697;0.08632
0.46817;0.08648
0.47068;0.08663
0.4687;0.08678
0.47131;0.08693
0.46907;0.08708
0.47196;0.08724
0.4736;0.08739
0.47269;0.08754
0.47715;0.08769
0.47558;0.08784
0.47517;0.08799
0.47749;0.08814
0.47705;0.08829
0.47936;0.08845
0.47897;0.0886
0.48044;0.08875
0.48134;0.0889
0.48109;0.08905
0.48328;0.0892
0.48222;0.08935
0.48312;0.0895
0.48635;0.08965
0.48387;0.08981
0.48677;0.08996
0.48642;0.09011
0.48662;0.09026
0.48936;0.09041
0.4876;0.09056
0.4897;0.09071
0.49102;0.09087
0.49039;0.09102
0.49395;0.09117
0.49277;0.09132
0.4937;0.09147
0.496;0.09162
0.49477;0.09178
0.49798;0.09193
0.4972;0.09208
0.49885;0.09223
0.49971;0.09239
0.49832;0.09254
0.50235;0.09269
0.50038;0.09284
0.50292;0.09299
0.50329;0.09315
0.50282;0.09331
0.50524;0.09345
0.50422;0.0936
0.50551;0.09375
0.50646;0.09391
0.50686;0.09406
0.51054;0.0942
0.50789;0.09436
0.50996;0.09451
0.51147;0.09466
0.51031;0.09481
0.5126;0.09497
0.51262;0.09512
0.51405;0.09527
0.51489;0.09542
0.51429;0.09557
0.51573;0.09573
0.51765;0.09587
0.51626;0.09603
0.52042;0.09618
0.51925;0.09633
0.51983;0.09649
0.5211;0.09663
0.52097;0.09678
0.52384;0.09694
0.52308;0.09709
0.52483;0.09724
0.52548;0.0974
0.52434;0.09755
0.52716;0.0977
0.52588;0.09785
0.52779;0.09801
0.52844;0.09815
0.52767;0.09831
0.53134;0.09845
0.53005;0.09861
0.53136;0.09876
0.53332;0.09891
0.53168;0.09906
0.5347;0.09921
0.53435;0.09936
0.53436;0.09951
0.53749;0.09967
0.53587;0.09981
0.53905;0.09996
0.53933;0.10011
0.53892;0.10026
0.54101;0.10041
0.54044;0.10057
0.542;0.10072
0.54293;0.10087
0.54197;0.10102
0.54604;0.10118
0.54425;0.10132
0.54562;0.10147
0.54683;0.10163
0.54666;0.10178
0.55006;0.10193
0.54831;0.10208
0.55118;0.10223
0.55215;0.10239
0.55038;0.10253
0.55254;0.10269
0.55146;0.10284
0.55394;0.10299
0.55502;0.10314
0.55475;0.1033
0.55739;0.10345
0.55592;0.1036
0.55739;0.10375
0.55796;0.1039
0.55772;0.10405
0.56071;0.1042
0.56003;0.10435
0.56093;0.1045
0.56279;0.10466
0.56206;0.10481
0.56436;0.10497
0.56426;0.10512
0.56452;0.10526
0.56673;0.10542
0.56616;0.10557
0.56745;0.10572
0.56906;0.10588
0.56891;0.10602
0.57109;0.10618
0.56992;0.10633
0.57111;0.10647
0.5714;0.10664
0.57146;0.10678
0.57404;0.10694
0.57377;0.10709
0.57636;0.10724
0.57614;0.10739
0.57712;0.10754
0.57955;0.10769
0.57713;0.10784
0.57794;0.108
0.58067;0.10815
0.57966;0.1083
0.58219;0.10845
0.58341;0.1086
0.58302;0.10875
0.58437;0.10891
0.58351;0.10905
0.58648;0.10921
0.58675;0.10936
0.5861;0.10951
0.58913;0.10966
0.58804;0.10982
0.59008;0.10997
0.59033;0.11012
0.59068;0.11028
0.59351;0.11042
0.59289;0.11057
0.59323;0.11073
0.59516;0.11088
0.59468;0.11102
0.59755;0.11118
0.59586;0.11133
0.59735;0.11149
0.59821;0.11163
0.5967;0.11178
0.60017;0.11194
0.59918;0.11209
0.60148;0.11224
0.60268;0.1124
0.60099;0.11255
0.60449;0.1127
0.60418;0.11285
0.60424;0.113
0.60551;0.11315
0.60503;0.1133
0.60701;0.11346
0.60763;0.11361
0.6074;0.11376
0.61024;0.11391
0.60879;0.11406
0.61185;0.11421
0.61042;0.11435
0.61206;0.11451
0.61376;0.11467
0.61311;0.11481
0.61637;0.11496
0.61493;0.11512
0.61626;0.11526
0.61798;0.11541
0.6171;0.11556
0.61871;0.11572
0.62092;0.11587
0.61971;0.11602
0.62263;0.11617
0.62047;0.11633
0.62295;0.11647
0.6234;0.11663
0.62297;0.11678
0.62563;0.11694
0.62534;0.11709
0.62641;0.11724
0.62698;0.11739
0.62795;0.11754
0.63077;0.1177
0.62937;0.11784
0.63021;0.118
0.63232;0.11815
0.63022;0.1183
0.63275;0.11845
0.6336;0.1186
0.63419;0.11876
0.63657;0.1189
0.63321;0.11906
0.63792;0.11921
0.63735;0.11936
0.63689;0.11951
0.64012;0.11966
0.63897;0.11981
0.64119;0.11997
0.64075;0.12012
0.64048;0.12028
0.64409;0.12042
0.64183;0.12057
0.64549;0.12072
0.64441;0.12088
0.64479;0.12103
0.64666;0.12118
0.6462;0.12133
0.64803;0.12148
0.64867;0.12163
0.6487;0.12179
0.65095;0.12194
0.64953;0.12209
0.65202;0.12224
0.65325;0.12239
0.65322;0.12255
0.65479;0.1227
0.65402;0.12285
0.655;0.12299
0.65767;0.12315
0.65623;0.1233
0.65874;0.12346
0.6588;0.1236
0.6589;0.12375
0.66032;0.1239
0.66036;0.12406
0.66214;0.12421
0.663;0.12436
0.66391;0.12451
0.66498;0.12466
0.66488;0.12481
0.66531;0.12497
0.66648;0.12512
0.66764;0.12527
0.66902;0.12542
0.66737;0.12557
0.67038;0.12573
0.67078;0.12588
0.67094;0.12603
0.67301;0.12619
0.67212;0.12634
0.673;0.12649
0.67496;0.12664
0.67383;0.1268
0.67626;0.12694
0.67589;0.12709
0.67759;0.12725
0.6782;0.1274
0.67755;0.12755
0.6805;0.1277
0.67955;0.12786
0.68147;0.128
0.68164;0.12816
0.68254;0.12832
0.6839;0.12846
0.68364;0.12862
0.6855;0.12877
0.68678;0.12893
0.68608;0.12907
0.68764;0.12922
0.68892;0.12938
0.68918;0.12952
0.69047;0.12968
0.68879;0.12982
0.69197;0.12998
0.69262;0.13014
0.69246;0.13028
0.69399;0.13043
0.69394;0.13059
0.69605;0.13073
0.69409;0.13088
0.69711;0.13104
0.69749;0.13119
0.6967;0.13134
0.69875;0.13149
0.69891;0.13165
0.69964;0.1318
0.70217;0.13196
0.70067;0.1321
0.70392;0.13225
0.7027;0.13241
0.70457;0.13255
0.7057;0.13271
0.70454;0.13286
0.70688;0.133
0.70738;0.13315
0.70783;0.13331
0.70862;0.13346
0.70837;0.13361
0.71029;0.13376
0.71157;0.13391
0.71105;0.13405
0.71267;0.13421
0.71205;0.13436
0.7142;0.13451
0.71506;0.13467
0.71463;0.13481
0.71775;0.13497
0.71674;0.13512
0.71852;0.13527
0.71938;0.13542
0.71799;0.13557
0.72177;0.13572
0.72053;0.13588
0.72148;0.13602
0.72302;0.13618
0.72237;0.13632
0.7258;0.13648
0.72358;0.13663
0.72582;0.13678
0.7266;0.13693
0.72622;0.13708
0.72867;0.13724
0.72751;0.13739
0.7293;0.13753
0.73093;0.13769
0.73114;0.13785
0.73339;0.13799
0.73216;0.13815
0.73319;0.1383
0.73521;0.13845
0.73355;0.13859
0.73642;0.13875
0.73596;0.1389
0.73645;0.13905
0.73836;0.13921
0.73723;0.13936
0.7395;0.13951
0.73975;0.13967
0.74112;0.13982
0.74213;0.13997
0.74062;0.14012
0.74397;0.14027
0.74391;0.14042
0.74407;0.14057
0.74662;0.14073
0.74563;0.14088
0.74846;0.14103
0.74681;0.14118
0.74812;0.14133
0.7506;0.14148
0.74904;0.14163
0.75127;0.14178
0.75104;0.14194
0.75214;0.14209
0.75366;0.14224
0.75242;0.14239
0.75611;0.14254
0.75652;0.14269
0.75664;0.14285
0.75787;0.143
0.75715;0.14315
0.75901;0.1433
0.7582;0.14345
0.7591;0.1436
0.76143;0.14376
0.76028;0.14391
0.76261;0.14406
0.76392;0.14421
0.76306;0.14436
0.76573;0.1445
0.76409;0.14466
0.76682;0.14481
0.76664;0.14496
0.767;0.14511
0.76864;0.14527
0.76807;0.14541
0.77004;0.14557
0.77026;0.14573
0.77098;0.14588
0.77308;0.14603
0.772;0.14618
0.77391;0.14633
0.77451;0.14649
0.77452;0.14664
0.7772;0.1468
0.77595;0.14694
0.77661;0.14709
0.77906;0.14724
0.77871;0.14739
0.78029;0.14755
0.7804;0.14769
0.78259;0.14785
0.78139;0.14799
0.7818;0.14815
0.78461;0.1483
0.78351;0.14845
0.7858;0.1486
0.7865;0.14875
0.78633;0.14891
0.78924;0.14905
0.78781;0.1492
0.78876;0.14935
0.79009;0.14951
0.78925;0.14965
0.79273;0.14981
0.7922;0.14997
0.79205;0.15
