Tensile stress;Tensile strain (Extension)
0.22298;0.08216
0.22512;0.08231
0.22336;0.08246
0.22627;0.08261
0.22621;0.08276
0.2236;0.0829
0.22768;0.08304
0.22594;0.08319
0.2257;0.08334
0.22932;0.08348
0.22827;0.08363
0.2286;0.08378
0.22998;0.08393
0.22846;0.08407
0.22963;0.08422
0.2307;0.08437
0.2292;0.08452
0.23133;0.08467
0.23104;0.08482
0.23153;0.08496
0.23277;0.08511
0.23079;0.08526
0.23273;0.08541
0.23253;0.08556
0.23184;0.08571
0.23389;0.08586
0.23414;0.08601
0.2333;0.08616
0.23584;0.08631
0.23407;0.08646
0.23554;0.08662
0.23723;0.08677
0.23515;0.08692
0.23698;0.08707
0.23782;0.08723
0.23598;0.08738
0.23928;0.08754
0.23901;0.08769
0.23749;0.08785
0.23926;0.088
0.23914;0.08816
0.23942;0.08831
0.24142;0.08846
0.24114;0.08862
0.24188;0.08877
0.24117;0.08893
0.24204;0.08908
0.2433;0.08924
0.24238;0.08939
0.24348;0.08955
0.24404;0.0897
0.24344;0.08986
0.24425;0.09001
0.2458;0.09016
0.24414;0.09032
0.24632;0.09048
0.24654;0.09063
0.24584;0.09079
0.24715;0.09094
0.24815;0.0911
0.24717;0.09125
0.24954;0.0914
0.24776;0.09156
0.24814;0.09171
0.25016;0.09186
0.24774;0.09202
0.251;0.09217
0.25029;0.09233
0.25143;0.09248
0.25234;0.09262
0.25202;0.09278
0.25164;0.09294
0.25306;0.09308
0.25211;0.09324
0.25323;0.09339
0.25435;0.09354
0.25282;0.09369
0.25487;0.09384
0.25388;0.09399
0.25374;0.09414
0.25644;0.09429
0.25482;0.09444
0.25555;0.09459
0.25898;0.09474
0.25621;0.09489
0.25846;0.09504
0.25856;0.09519
0.25584;0.09534
0.2597;0.09549
0.25915;0.09564
0.25804;0.09578
0.26124;0.09593
0.25943;0.09609
0.26147;0.09623
0.26212;0.09637
0.26052;0.09652
0.26246;0.09666
0.26378;0.09682
0.26205;0.09697
0.26357;0.09711
0.26365;0.09726
0.2625;0.0974
0.26492;0.09755
0.26337;0.0977
0.26579;0.09785
0.2657;0.098
0.26466;0.09815
0.26622;0.0983
0.26618;0.09845
0.26511;0.09859
0.26767;0.09874
0.26659;0.09889
0.26686;0.09904
0.26871;0.09919
0.26837;0.09933
0.26875;0.09948
0.27141;0.09963
0.26911;0.09978
0.27074;0.09994
0.27155;0.10008
0.27051;0.10024
0.27294;0.10038
0.27205;0.10054
0.27079;0.10069
0.27379;0.10083
0.27231;0.10099
0.27338;0.10114
0.27349;0.10129
0.27391;0.10145
0.27511;0.10159
0.27553;0.10175
0.27481;0.1019
0.27624;0.10205
0.27666;0.10221
0.27574;0.10237
0.27812;0.10252
0.27633;0.10268
0.27697;0.10283
0.27861;0.10299
0.2765;0.10314
0.27938;0.1033
0.27992;0.10346
0.28033;0.10361
0.2815;0.10377
0.28079;0.10392
0.28028;0.10408
0.2823;0.10423
0.28034;0.10439
0.28275;0.10455
0.283;0.1047
0.2822;0.10485
0.28363;0.105
0.28341;0.10516
0.28321;0.10532
0.28644;0.10547
0.28576;0.10563
0.28507;0.10578
0.2863;0.10593
0.28551;0.10609
0.28544;0.10624
0.28737;0.10639
0.28596;0.10654
0.28789;0.10669
0.28949;0.10685
0.28765;0.107
0.29019;0.10715
0.28995;0.1073
0.28792;0.10745
0.29021;0.10761
0.28931;0.10776
0.29112;0.10791
0.29272;0.10806
0.28997;0.10821
0.2916;0.10836
0.29279;0.10851
0.29259;0.10866
0.2939;0.10882
0.29303;0.10897
0.29411;0.10912
0.29512;0.10927
0.29352;0.10942
0.29508;0.10957
0.29652;0.10972
0.29543;0.10988
0.2963;0.11003
0.29771;0.11017
0.29559;0.11032
0.29864;0.11047
0.29816;0.11062
0.29709;0.11077
0.30088;0.11092
0.30013;0.11107
0.29897;0.11122
0.30021;0.11137
0.29823;0.11153
0.30043;0.11167
0.30093;0.11182
0.29982;0.11197
0.30203;0.11212
0.30243;0.11228
0.30164;0.11243
0.30358;0.11257
0.30214;0.11273
0.30282;0.11287
0.30636;0.11303
0.30329;0.11318
0.3054;0.11332
0.30506;0.11347
0.30401;0.11363
0.3068;0.11377
0.30661;0.11392
0.3058;0.11407
0.30782;0.11422
0.30772;0.11438
0.30684;0.11453
0.30871;0.11467
0.30744;0.11482
0.30916;0.11497
0.31073;0.11512
0.30803;0.11528
0.31044;0.11543
0.31052;0.11557
0.30958;0.11573
0.3114;0.11588
0.31073;0.11604
0.31221;0.11618
0.31396;0.11633
0.31239;0.11649
0.31356;0.11664
0.31476;0.11679
0.31251;0.11695
0.31505;0.1171
0.31597;0.11725
0.31448;0.11741
0.31696;0.11755
0.3156;0.11771
0.31548;0.11787
0.31825;0.11802
0.31624;0.11818
0.31811;0.11833
0.31867;0.11849
0.31722;0.11865
0.31958;0.1188
0.321;0.11897
0.31889;0.11912
0.32056;0.11928
0.32021;0.11943
0.31971;0.11959
0.32184;0.11975
0.32045;0.1199
0.32252;0.12006
0.32365;0.12022
0.32212;0.12037
0.32331;0.12052
0.32406;0.12068
0.32394;0.12083
0.32532;0.12098
0.32497;0.12113
0.32447;0.12128
0.32678;0.12143
0.32588;0.12158
0.32534;0.12173
0.32863;0.12188
0.32645;0.12203
0.32761;0.12218
0.32806;0.12233
0.32789;0.12248
0.3299;0.12263
0.32903;0.12277
0.32929;0.12292
0.33099;0.12307
0.32944;0.12322
0.32983;0.12336
0.33322;0.12352
0.32973;0.12367
0.33088;0.12381
0.33331;0.12396
0.33129;0.1241
0.33408;0.12425
0.33441;0.12439
0.33259;0.12455
0.33511;0.12469
0.3334;0.12484
0.33409;0.12498
0.33674;0.12513
0.33517;0.12528
0.3359;0.12543
0.33717;0.12557
0.3357;0.12572
0.33814;0.12586
0.33702;0.12601
0.33679;0.12616
0.33962;0.12631
0.33889;0.12646
0.33833;0.1266
0.33954;0.12675
0.33901;0.12689
0.33912;0.12704
0.34222;0.1272
0.34015;0.12735
0.34179;0.1275
0.34164;0.12765
0.34148;0.12781
0.34417;0.12796
0.34358;0.12812
0.34344;0.12827
0.34426;0.12842
0.34319;0.12858
0.345;0.12873
0.34527;0.12889
0.34259;0.12904
0.34618;0.12919
0.3459;0.12935
0.34543;0.1295
0.3468;0.12965
0.34783;0.12981
0.34668;0.12996
0.34923;0.13011
0.3486;0.13027
0.3483;0.13042
0.34935;0.13057
0.34933;0.13072
0.35095;0.13087
0.35207;0.13102
0.35005;0.13117
0.35159;0.13131
0.35162;0.13146
0.35158;0.13161
0.3528;0.13176
0.35209;0.1319
0.35213;0.13205
0.35403;0.1322
0.35296;0.13235
0.35505;0.13249
0.35513;0.13264
0.35478;0.1328
0.35703;0.13294
0.35545;0.13309
0.35616;0.13324
0.35715;0.13339
0.3571;0.13354
0.35665;0.1337
0.35865;0.13385
0.35786;0.13401
0.35932;0.13417
0.35971;0.13432
0.35754;0.13449
0.35986;0.13465
0.3606;0.13481
0.35785;0.13496
0.3604;0.13513
0.3616;0.13528
0.3617;0.13544
0.36366;0.1356
0.3621;0.13576
0.36394;0.13592
0.36415;0.13609
0.36414;0.13625
0.3651;0.1364
0.3662;0.13656
0.36394;0.13671
0.36615;0.13688
0.36561;0.13703
0.36562;0.13718
0.36712;0.13734
0.36679;0.13749
0.36702;0.13765
0.36913;0.1378
0.36756;0.13796
0.36936;0.13811
0.36971;0.13826
0.36813;0.13842
0.37068;0.13858
0.37098;0.13873
0.37005;0.13889
0.37253;0.13904
0.3704;0.13919
0.37226;0.13934
0.37346;0.13949
0.37159;0.13965
0.37459;0.13979
0.37396;0.13995
0.37208;0.1401
0.3755;0.14025
0.37414;0.14039
0.37365;0.14054
0.3759;0.14069
0.37469;0.14083
0.3753;0.14098
0.37718;0.14113
0.37487;0.14127
0.37841;0.14142
0.37745;0.14157
0.37805;0.14171
0.37934;0.14186
0.37858;0.142
0.37841;0.14215
0.37971;0.14229
0.37807;0.14244
0.37927;0.14258
0.38103;0.14273
0.37827;0.14288
0.38043;0.14303
0.38195;0.14318
0.38156;0.14333
0.38259;0.14348
0.38216;0.14364
0.38273;0.14379
0.38425;0.14394
0.38475;0.14409
0.38477;0.14425
0.38612;0.1444
0.38474;0.14456
0.38607;0.14471
0.38615;0.14486
0.38438;0.14502
0.38805;0.14518
0.38829;0.14533
0.38666;0.14548
0.38954;0.14563
0.38673;0.14578
0.38868;0.14593
0.38969;0.14609
0.38868;0.14624
0.38916;0.14639
0.39097;0.14654
0.38941;0.14669
0.39193;0.14684
0.39137;0.14699
0.39076;0.14714
0.39272;0.14729
0.39268;0.14744
0.39276;0.14759
0.39295;0.14773
0.39339;0.14788
0.39371;0.14803
0.39424;0.14818
0.39316;0.14833
0.39641;0.14847
0.39563;0.14862
0.39366;0.14877
0.39833;0.14891
0.39679;0.14906
0.39531;0.14921
0.39846;0.14936
0.39714;0.14951
0.39753;0.14965
0.39919;0.1498
0.39733;0.14995
0.39956;0.15
