Tensile stress;Tensile strain (Extension)
0.533046354;0.079110606
0.535936979;0.079266364
0.535236979;0.07943
0.535573438;0.079563636
0.537675;0.079711515
0.537365625;0.079847273
0.539372396;0.079987879
0.541163542;0.080134848
0.539648438;0.080289091
0.543003646;0.080450606
0.543042188;0.080626061
0.544207292;0.080791818
0.547258333;0.080961818
0.545463542;0.081112121
0.548317708;0.081264545
0.548746875;0.081419697
0.547377604;0.081566061
0.551240104;0.081698182
0.551157292;0.081860606
0.551741146;0.082002727
0.554730208;0.082150303
0.553109896;0.082289394
0.557047917;0.082444848
0.557406771;0.082596667
0.556146875;0.082753939
0.559884896;0.082911212
0.559277083;0.083069697
0.560308333;0.083219394
0.562526042;0.083357879
0.561275521;0.083496667
0.563978125;0.083629394
0.565440104;0.08381
0.564483854;0.083968788
0.566091667;0.084116667
0.566956771;0.084280303
0.568885938;0.084409091
0.569546875;0.084569091
0.568838021;0.084697879
0.571663021;0.084853333
0.572615104;0.085007576
0.5716875;0.085158788
0.574906771;0.085310606
0.574490104;0.085475152
0.576654688;0.085637576
0.577855729;0.085770303
0.577369792;0.085894848
0.580114583;0.086058485
0.581464063;0.086217576
0.580714063;0.086359697
0.583317188;0.086512121
0.583384375;0.08665
0.584429167;0.086829697
0.586607292;0.08698
0.585634375;0.087113939
0.589529167;0.087276364
0.588286458;0.08741697
0.589757813;0.087576061
0.592679688;0.087744242
0.590680729;0.087920303
0.593665625;0.088062424
0.594408854;0.088225455
0.594170833;0.088360909
0.595560417;0.088479697
0.596569271;0.088637273
0.597320833;0.08882303
0.600820833;0.088975455
0.598307813;0.089126364
0.6011875;0.089272424
0.602967708;0.089420606
0.6018125;0.089548485
0.604653646;0.089697273
0.605280729;0.089872727
0.605654688;0.090020606
0.607273958;0.090152424
0.606340104;0.090311515
0.608675;0.090470303
0.610904167;0.090644242
0.609651563;0.090790606
0.613668229;0.090937273
0.61290625;0.091096364
0.613286458;0.091227576
0.615826042;0.091376061
0.614434896;0.091535152
0.618291667;0.091699091
0.618045833;0.091879091
0.618165104;0.092014848
0.619814583;0.09216303
0.620380729;0.09233
0.620645833;0.092475455
0.623423958;0.092622424
0.621923958;0.092763636
0.624502604;0.092926061
0.625092708;0.093068485
0.623850521;0.093227273
0.627002604;0.093388485
0.626177083;0.09354697
0.627259896;0.093717879
0.6271125;0.093879091
